customer_id,full_name,phone_number,home_city,segment,join_date,tenure_months,avg_monthly_topup_idr,device_changes_last_12mo
CUST10560,Drs. Capa Utama,088740889448,Denpasar,Prepaid,2026-03-03,4,119000,0
CUST10561,Intan Wibisono,088886536874,Pekanbaru,Prepaid,2026-01-02,6,107000,0
CUST10562,Vicky Sirait,086146023512,Jakarta,Prepaid,2025-09-04,10,150000,1
CUST10563,"Liman Habibi, S.Psi",088673472687,Pekanbaru,Postpaid,2025-09-04,10,72000,1
CUST10564,Gambira Kuswoyo,084189829966,Medan,Prepaid,2018-12-10,92,49000,1
CUST10565,Ir. Harsana Suryono,081714420391,Bandung,Prepaid,2024-04-12,27,98000,0
CUST10566,Tari Wahyuni,084946171872,Pekanbaru,Postpaid,2026-03-03,4,69000,1
CUST10567,R. Juli Hutapea,081869264412,Denpasar,Prepaid,2024-07-11,24,106000,1
CUST10568,Hj. Dinda Tampubolon,086936401366,Semarang,Postpaid,2025-11-03,8,126000,3
CUST10569,Safina Wijayanti,087720032999,Pekanbaru,Prepaid,2024-05-12,26,32000,0
CUST10570,Diah Riyanti,080539618011,Balikpapan,Prepaid,2021-10-25,57,112000,0
CUST10571,"Chelsea Saragih, M.Pd",088135110188,Denpasar,Prepaid,2025-05-07,14,161000,0
CUST10572,Syahrini Sitompul,089286723839,Pekanbaru,Prepaid,2022-08-21,47,10000,1
CUST10573,"R. Salsabila Novitasari, S.Pt",088670120274,Surabaya,Postpaid,2025-06-06,13,119000,0
CUST10574,"Mumpuni Anggraini, M.TI.",084954171322,Denpasar,Prepaid,2023-11-14,32,76000,1
CUST10575,Anita Tarihoran,088562907192,Surabaya,Postpaid,2021-10-25,57,102000,2
CUST10576,Elvina Prabowo,088066359810,Denpasar,Prepaid,2020-01-04,79,48000,1
CUST10577,Vivi Laksita,084950969377,Pekanbaru,Prepaid,2022-06-22,49,128000,0
CUST10578,Darmanto Mandala,082063009331,Balikpapan,Postpaid,2024-02-12,29,49000,0
CUST10579,Bahuwarna Sihombing,080234691287,Palembang,Prepaid,2026-06-01,1,89000,0
CUST10580,"Puti Ophelia Namaga, M.TI.",081685484547,Semarang,Postpaid,2025-11-03,8,21000,0
CUST10581,Mitra Sirait,081605966795,Makassar,Postpaid,2023-11-14,32,116000,0
CUST10582,"Drs. Cahyadi Riyanti, S.Sos",080408396324,Malang,Postpaid,2021-12-24,55,102000,1
CUST10583,Carub Najmudin,085955447835,Balikpapan,Prepaid,2026-03-03,4,121000,0
CUST10584,"Ir. Yessi Marbun, M.M.",081611308254,Yogyakarta,Prepaid,2026-01-02,6,88000,0
CUST10585,Hendra Utama,086298117681,Malang,Prepaid,2023-01-18,42,131000,1
CUST10586,"Najib Prakasa, M.M.",080114689646,Yogyakarta,Prepaid,2026-05-02,2,96000,2
CUST10587,Tgk. Umi Hassanah,086968011861,Balikpapan,Prepaid,2025-02-06,17,111000,0
CUST10588,Kasusra Permadi,084128850714,Jakarta,Postpaid,2025-10-04,9,144000,1
CUST10589,Yessi Halimah,089744042283,Bandung,Postpaid,2025-05-07,14,71000,1
CUST10590,"R.A. Kartika Wastuti, M.Farm",081844457903,Makassar,Prepaid,2024-10-09,21,44000,0
CUST10591,Malika Suryono,087998200552,Yogyakarta,Postpaid,2026-05-02,2,116000,0
CUST10592,"dr. Jefri Nuraini, S.Farm",088166441744,Malang,Prepaid,2025-03-08,16,102000,1
CUST10593,Rendy Pangestu,085698748734,Yogyakarta,Postpaid,2025-03-08,16,91000,1
CUST10594,"Drs. Cahyo Ramadan, S.Gz",087786276116,Malang,Prepaid,2025-12-03,7,67000,0
CUST10595,"Jaya Wahyudin, M.Pd",089425932618,Bandung,Prepaid,2026-04-02,3,10000,0
CUST10596,Narji Maryati,088312549777,Yogyakarta,Prepaid,2019-07-08,85,76000,0
CUST10597,"Puti Intan Hutasoit, S.E.",088886109797,Yogyakarta,Prepaid,2024-09-09,22,10000,0
CUST10598,Mila Mulyani,086815511237,Bandung,Postpaid,2026-02-01,5,77000,0
CUST10599,Radika Fujiati,087481381297,Pekanbaru,Prepaid,2026-02-01,5,85000,0
CUST10600,Warsita Prasetya,088421274627,Jakarta,Postpaid,2026-05-02,2,128000,1
CUST10601,"Dr. Kamaria Dongoran, S.Farm",087149895694,Yogyakarta,Prepaid,2025-11-03,8,62000,1
CUST10602,Harto Mardhiyah,089039107669,Jakarta,Postpaid,2026-05-02,2,50000,0
CUST10603,Gilda Winarno,089487873389,Jakarta,Postpaid,2025-03-08,16,96000,1
CUST10604,Hardi Prasetyo,087425766874,Balikpapan,Postpaid,2024-02-12,29,57000,0
CUST10605,Galuh Januar,080537855253,Medan,Prepaid,2025-07-06,12,24000,2
CUST10606,"Hj. Juli Maulana, S.E.I",080852834578,Makassar,Postpaid,2025-11-03,8,66000,0
CUST10607,Edison Halimah,083061274989,Semarang,Postpaid,2026-06-01,1,91000,1
CUST10608,"Yance Mandala, M.Kom.",088226851371,Balikpapan,Postpaid,2026-05-02,2,52000,0
CUST10609,Raisa Ardianto,081741440412,Yogyakarta,Postpaid,2026-04-02,3,10000,0
CUST10610,Ajiman Rajasa,086457856969,Bandung,Prepaid,2023-10-15,33,105000,1
CUST10611,Rafid Maryadi,088117178124,Pekanbaru,Prepaid,2025-09-04,10,78000,1
CUST10612,H. Lulut Nuraini,089396415013,Pekanbaru,Postpaid,2024-07-11,24,93000,2
CUST10613,Carla Suwarno,082017493217,Makassar,Prepaid,2021-12-24,55,115000,0
CUST10614,Gada Maheswara,085004343388,Jakarta,Prepaid,2025-01-07,18,17000,0
CUST10615,Digdaya Andriani,085444837642,Surabaya,Postpaid,2024-11-08,20,59000,0
CUST10616,"Putu Oktaviani, M.M.",085987687577,Palembang,Prepaid,2026-04-02,3,10000,1
CUST10617,Balapati Mandasari,086095795750,Yogyakarta,Prepaid,2022-11-19,44,114000,1
CUST10618,Drs. Anita Usamah,081072784864,Malang,Postpaid,2024-05-12,26,47000,1
CUST10619,Drs. Dimas Megantara,088044832101,Jakarta,Prepaid,2023-05-18,38,41000,3
CUST10620,Maria Adriansyah,082034163003,Surabaya,Postpaid,2025-10-04,9,12000,1
CUST10621,dr. Halima Pertiwi,084338127547,Makassar,Postpaid,2024-04-12,27,132000,0
CUST10622,Fitria Widiastuti,082350069055,Palembang,Prepaid,2026-03-03,4,41000,1
CUST10623,"Bakiadi Novitasari, S.I.Kom",087615485715,Bandung,Postpaid,2026-03-03,4,76000,0
CUST10624,Xanana Novitasari,085494048290,Surabaya,Postpaid,2024-07-11,24,28000,0
CUST10625,Dr. Panji Mayasari,085833655075,Denpasar,Prepaid,2025-07-06,12,134000,0
CUST10626,Dt. Harsaya Halimah,083115246936,Semarang,Prepaid,2024-04-12,27,20000,0
CUST10627,Makara Wibisono,089726329391,Makassar,Prepaid,2017-10-16,106,136000,0
CUST10628,Hafshah Budiyanto,084964877576,Jakarta,Postpaid,2024-04-12,27,83000,0
CUST10629,Winda Hidayat,080866388317,Bandung,Postpaid,2025-03-08,16,39000,1
CUST10630,Halima Wahyuni,081310776718,Pekanbaru,Prepaid,2026-06-01,1,81000,0
CUST10631,"Bala Prastuti, S.Psi",088299047609,Malang,Prepaid,2026-06-01,1,70000,1
CUST10632,Artawan Thamrin,081251176615,Malang,Prepaid,2025-11-03,8,81000,1
CUST10633,Tgk. Rahmat Yuniar,081988728096,Pekanbaru,Prepaid,2023-01-18,42,94000,1
CUST10634,Radika Hariyah,086804668384,Balikpapan,Prepaid,2020-03-04,77,23000,0
CUST10635,"Natalia Usamah, S.E.",084378224401,Bandung,Postpaid,2025-01-07,18,26000,0
CUST10636,"R.M. Atma Haryanti, S.Gz",088926991306,Bandung,Postpaid,2024-12-08,19,148000,1
CUST10637,Farah Gunawan,084079824988,Jakarta,Prepaid,2025-11-03,8,95000,0
CUST10638,"Sutan Timbul Gunarto, S.Psi",089767650003,Yogyakarta,Postpaid,2026-02-01,5,78000,0
CUST10639,Oliva Widodo,087080641008,Pekanbaru,Prepaid,2019-11-05,81,66000,1
CUST10640,"Drs. Nabila Ramadan, S.Gz",086487644461,Palembang,Prepaid,2024-11-08,20,78000,1
CUST10641,"Ir. Dadap Suwarno, S.I.Kom",084311507156,Malang,Prepaid,2025-07-06,12,41000,2
CUST10642,"Cut Zelaya Yolanda, S.Psi",084742703497,Semarang,Prepaid,2024-11-08,20,36000,0
CUST10643,Dewi Uwais,088713330560,Semarang,Postpaid,2026-06-01,1,105000,0
CUST10644,Lalita Farida,088412973669,Yogyakarta,Postpaid,2025-01-07,18,95000,0
CUST10645,Jessica Nashiruddin,088532318949,Balikpapan,Prepaid,2022-07-22,48,104000,0
CUST10646,Talia Mandasari,086424788348,Malang,Postpaid,2023-06-17,37,96000,0
CUST10647,Wirda Maryati,080351469391,Jakarta,Prepaid,2022-05-23,50,71000,1
CUST10648,Wani Hutasoit,082218211218,Semarang,Postpaid,2025-05-07,14,84000,1
CUST10649,"Lintang Hutapea, S.Farm",086832433157,Surabaya,Prepaid,2025-08-05,11,101000,0
CUST10650,R. Puji Sihombing,088019713359,Balikpapan,Prepaid,2026-02-01,5,61000,0
CUST10651,Ciaobella Hutapea,087582126215,Medan,Prepaid,2025-03-08,16,140000,1
CUST10652,Salimah Sihombing,082046057654,Balikpapan,Prepaid,2018-10-11,94,133000,1
CUST10653,Melinda Suartini,083367424950,Denpasar,Postpaid,2020-06-02,74,72000,0
CUST10654,"Maria Marbun, M.M.",084224318207,Medan,Postpaid,2026-05-02,2,77000,2
CUST10655,Melinda Gunarto,085205344342,Semarang,Prepaid,2022-04-23,51,130000,0
CUST10656,"Kamila Susanti, S.Farm",084209255022,Jakarta,Postpaid,2025-02-06,17,111000,0
CUST10657,Suci Hakim,083536277816,Bandung,Prepaid,2025-04-07,15,93000,1
CUST10658,Mumpuni Uyainah,089028744564,Surabaya,Postpaid,2024-03-13,28,69000,0
CUST10659,Karimah Mulyani,088272255483,Yogyakarta,Postpaid,2023-04-18,39,55000,0
CUST10660,"H. Mustika Manullang, S.Ked",088494480183,Bandung,Prepaid,2026-02-01,5,64000,0
CUST10661,Samsul Sudiati,084632477625,Pekanbaru,Prepaid,2023-11-14,32,119000,2
CUST10662,"Purwa Farida, S.Gz",089193666892,Balikpapan,Prepaid,2023-10-15,33,113000,2
CUST10663,Bagas Prakasa,085115480150,Palembang,Prepaid,2026-05-02,2,132000,0
CUST10664,"Ir. Ghani Tarihoran, S.Sos",084109226005,Pekanbaru,Postpaid,2026-06-01,1,19000,0
CUST10665,Cut Rahmi Mangunsong,088411540981,Surabaya,Prepaid,2025-09-04,10,20000,0
CUST10666,"Ihsan Uwais, S.I.Kom",084746955620,Medan,Prepaid,2023-04-18,39,86000,0
CUST10667,Vanesa Hutagalung,080385984572,Surabaya,Prepaid,2026-06-01,1,109000,0
CUST10668,R. Paris Utama,087726812874,Denpasar,Prepaid,2023-06-17,37,78000,0
CUST10669,Iriana Yulianti,086060818560,Malang,Postpaid,2025-07-06,12,88000,0
CUST10670,Hilda Latupono,089471375741,Pekanbaru,Postpaid,2026-01-02,6,120000,1
CUST10671,Oman Nashiruddin,080066433102,Medan,Postpaid,2021-11-24,56,60000,0
CUST10672,Padma Wibisono,083740529188,Pekanbaru,Postpaid,2025-04-07,15,110000,2
CUST10673,R. Eluh Rajata,086117160241,Surabaya,Prepaid,2024-06-11,25,35000,0
CUST10674,"Melinda Prabowo, M.Ak",088540656616,Pekanbaru,Prepaid,2022-03-24,52,10000,1
CUST10675,Talia Lestari,085032291000,Denpasar,Prepaid,2026-06-01,1,92000,1
CUST10676,Banawi Mansur,082878114135,Medan,Prepaid,2024-01-13,30,104000,1
CUST10677,"Puti Mila Natsir, M.M.",082591231433,Medan,Postpaid,2026-04-02,3,105000,1
CUST10678,Rusman Zulaika,080863023591,Denpasar,Postpaid,2025-03-08,16,57000,1
CUST10679,"dr. Salwa Situmorang, S.Pt",081959669636,Yogyakarta,Postpaid,2023-10-15,33,69000,0
CUST10680,Dr. Elvin Salahudin,089600945757,Pekanbaru,Prepaid,2026-06-01,1,60000,0
CUST10681,"R. Tania Uyainah, S.E.",080712420142,Jakarta,Postpaid,2024-02-12,29,86000,0
CUST10682,"Tgk. Kacung Prasetyo, S.IP",086279481370,Palembang,Postpaid,2022-12-19,43,51000,0
CUST10683,Prima Mandala,087273209986,Palembang,Prepaid,2025-09-04,10,130000,0
CUST10684,Paiman Lailasari,088516049099,Medan,Postpaid,2022-11-19,44,126000,1
CUST10685,Gatra Puspasari,081572544114,Surabaya,Prepaid,2021-10-25,57,58000,0
CUST10686,dr. Nadia Puspasari,083592849334,Balikpapan,Postpaid,2020-01-04,79,96000,0
CUST10687,Luwar Irawan,086419474093,Palembang,Postpaid,2025-08-05,11,62000,1
CUST10688,Galak Widodo,085133254371,Yogyakarta,Postpaid,2026-06-01,1,106000,2
CUST10689,"Tantri Kuswandari, M.TI.",080574999346,Medan,Prepaid,2020-08-01,72,52000,1
CUST10690,Vivi Wasita,084093514297,Balikpapan,Prepaid,2026-05-02,2,110000,0
CUST10691,"Ir. Belinda Mahendra, S.Psi",086303424937,Yogyakarta,Prepaid,2025-09-04,10,133000,1
CUST10692,"Bagya Hartati, M.M.",082462698076,Jakarta,Postpaid,2025-06-06,13,27000,0
CUST10693,"Kariman Situmorang, S.E.I",087909814655,Palembang,Prepaid,2025-08-05,11,77000,0
CUST10694,"Drs. Suci Rahmawati, S.E.",083487067317,Palembang,Postpaid,2023-08-16,35,134000,1
CUST10695,"R.M. Ian Mardhiyah, S.Gz",086014074424,Pekanbaru,Prepaid,2024-06-11,25,72000,0
CUST10696,"Puti Padma Mangunsong, S.Pd",081145152278,Surabaya,Prepaid,2022-05-23,50,112000,1
CUST10697,Caraka Sinaga,089849160010,Medan,Prepaid,2026-04-02,3,42000,1
CUST10698,"Genta Situmorang, M.TI.",082470296702,Jakarta,Postpaid,2025-10-04,9,37000,1
CUST10699,Zulfa Hutapea,086979434389,Jakarta,Prepaid,2022-02-22,53,151000,0
CUST10700,Faizah Usada,086303314678,Medan,Prepaid,2025-08-05,11,15000,1
CUST10701,T. Budi Utami,086826836644,Surabaya,Prepaid,2025-08-05,11,90000,0
CUST10702,Raisa Nasyidah,089980308346,Medan,Prepaid,2026-06-01,1,76000,0
CUST10703,Jefri Yuniar,087399466136,Palembang,Postpaid,2025-07-06,12,45000,0
CUST10704,Lega Prastuti,088877040899,Pekanbaru,Postpaid,2024-10-09,21,84000,1
CUST10705,Cawisono Wahyuni,088945219619,Denpasar,Postpaid,2024-04-12,27,74000,0
CUST10706,Ir. Jessica Pratiwi,089332769669,Jakarta,Postpaid,2023-08-16,35,90000,1
CUST10707,Rudi Dabukke,080689766377,Malang,Prepaid,2026-06-01,1,147000,2
CUST10708,Arsipatra Yuniar,089422213519,Palembang,Postpaid,2025-12-03,7,89000,0
CUST10709,"Drs. Eman Yulianti, S.Kom",081337351347,Balikpapan,Prepaid,2025-08-05,11,147000,0
CUST10710,"Drs. Hamzah Safitri, S.Ked",085623541984,Malang,Postpaid,2025-11-03,8,92000,1
CUST10711,Sari Palastri,086168753919,Denpasar,Postpaid,2022-01-23,54,87000,2
CUST10712,Syahrini Sihombing,084847393827,Pekanbaru,Postpaid,2025-07-06,12,69000,0
CUST10713,Hesti Waskita,089787289103,Medan,Prepaid,2026-01-02,6,78000,0
CUST10714,Mutia Hidayanto,089735261831,Palembang,Prepaid,2023-10-15,33,57000,4
CUST10715,"Almira Manullang, M.M.",088741162127,Balikpapan,Prepaid,2020-02-03,78,83000,0
CUST10716,Novi Hariyah,083817839610,Pekanbaru,Prepaid,2025-09-04,10,59000,0
CUST10717,Ganep Sudiati,081096596402,Makassar,Prepaid,2024-08-10,23,61000,1
CUST10718,Galar Simanjuntak,086963676786,Denpasar,Prepaid,2026-04-02,3,105000,0
CUST10719,"Zelda Situmorang, S.Sos",083104650552,Semarang,Prepaid,2024-05-12,26,131000,0
CUST10720,Prabawa Uwais,087146450097,Pekanbaru,Prepaid,2025-09-04,10,76000,0
CUST10721,Dr. Balamantri Simanjuntak,088055845577,Surabaya,Prepaid,2022-02-22,53,104000,1
CUST10722,Jaka Maheswara,089815158112,Bandung,Postpaid,2026-04-02,3,41000,1
CUST10723,Mila Prayoga,085809535490,Surabaya,Prepaid,2026-01-02,6,79000,0
CUST10724,Bakti Hardiansyah,089576456593,Semarang,Prepaid,2024-04-12,27,77000,1
CUST10725,Kiandra Susanti,082082128962,Yogyakarta,Postpaid,2025-01-07,18,71000,0
CUST10726,Hilda Manullang,081602394024,Makassar,Prepaid,2026-06-01,1,77000,0
CUST10727,"dr. Ratih Sihotang, S.Kom",085079613686,Pekanbaru,Postpaid,2026-06-01,1,36000,4
CUST10728,"R.M. Jamil Mulyani, M.M.",083739225643,Palembang,Postpaid,2020-03-04,77,87000,0
CUST10729,Ina Mandasari,089717209297,Bandung,Prepaid,2025-06-06,13,98000,1
CUST10730,Bakijan Wijaya,085858035220,Bandung,Postpaid,2024-08-10,23,102000,1
CUST10731,drg. Dimas Pratama,083718675845,Jakarta,Postpaid,2025-04-07,15,86000,1
CUST10732,dr. Alika Hardiansyah,086761529637,Semarang,Prepaid,2024-07-11,24,47000,1
CUST10733,Nilam Riyanti,084443429579,Malang,Postpaid,2025-03-08,16,104000,0
CUST10734,"Hj. Samiah Halimah, S.Pd",086037860205,Medan,Prepaid,2026-06-01,1,110000,0
CUST10735,Dt. Slamet Kurniawan,085489457459,Bandung,Prepaid,2024-07-11,24,77000,0
CUST10736,Diana Saptono,084697777279,Yogyakarta,Prepaid,2025-10-04,9,104000,0
CUST10737,"Karimah Waskita, S.I.Kom",080419791313,Yogyakarta,Postpaid,2025-06-06,13,114000,0
CUST10738,Himawan Habibi,084193688824,Jakarta,Prepaid,2025-04-07,15,53000,0
CUST10739,Drs. Febi Tarihoran,080639995898,Semarang,Postpaid,2025-07-06,12,99000,2
CUST10740,T. Bagya Winarno,083633081314,Denpasar,Prepaid,2023-09-15,34,31000,3
CUST10741,drg. Prakosa Pudjiastuti,085114162324,Bandung,Postpaid,2025-09-04,10,21000,1
CUST10742,Yunita Oktaviani,088148134381,Surabaya,Postpaid,2024-12-08,19,140000,0
CUST10743,"Lurhur Lazuardi, S.E.I",080379114624,Medan,Prepaid,2026-02-01,5,35000,1
CUST10744,Hartana Wahyudin,087737859831,Yogyakarta,Prepaid,2025-03-08,16,69000,2
CUST10745,"Tgk. Kalim Utama, S.E.I",081306084504,Bandung,Prepaid,2024-11-08,20,112000,0
CUST10746,Luhung Melani,080467121276,Semarang,Prepaid,2023-09-15,34,49000,3
CUST10747,Olivia Gunarto,084717618611,Palembang,Postpaid,2023-07-17,36,32000,0
CUST10748,Aris Mandala,082110183579,Palembang,Prepaid,2025-03-08,16,101000,0
CUST10749,"Juli Kusmawati, M.TI.",084040139728,Medan,Prepaid,2025-10-04,9,32000,1
CUST10750,Eka Sudiati,080632264243,Surabaya,Prepaid,2026-06-01,1,10000,2
CUST10751,R.M. Gamanto Suryatmi,086671387562,Bandung,Prepaid,2024-03-13,28,93000,1
CUST10752,Elisa Wijaya,085016609881,Semarang,Postpaid,2026-04-02,3,89000,0
CUST10753,Tgk. Rika Sirait,080537927015,Denpasar,Prepaid,2025-06-06,13,127000,0
CUST10754,Dr. Kasiran Lestari,089847904950,Semarang,Postpaid,2026-04-02,3,113000,0
CUST10755,"Padmi Salahudin, M.Kom.",086105767368,Balikpapan,Prepaid,2019-06-08,86,10000,0
CUST10756,"Cut Kartika Sitompul, S.IP",084553620550,Bandung,Postpaid,2025-11-03,8,44000,0
CUST10757,Restu Samosir,085728221252,Yogyakarta,Prepaid,2023-12-14,31,55000,1
CUST10758,"H. Teddy Usamah, S.Ked",089218099216,Malang,Postpaid,2024-05-12,26,112000,0
CUST10759,Dr. Hani Yolanda,089398218296,Malang,Postpaid,2025-11-03,8,104000,0
CUST10760,"KH. Labuh Permata, S.H.",082919597717,Jakarta,Prepaid,2024-02-12,29,66000,0
CUST10761,"Anastasia Padmasari, M.Kom.",088658225871,Palembang,Prepaid,2021-12-24,55,103000,3
CUST10762,Karna Usamah,083901181476,Medan,Prepaid,2024-10-09,21,61000,0
CUST10763,"Raina Wibowo, S.E.I",081136002991,Jakarta,Prepaid,2024-02-12,29,94000,0
CUST10764,"Hj. Hesti Firmansyah, M.Farm",087863087602,Yogyakarta,Postpaid,2023-07-17,36,108000,0
CUST10765,"Carla Nainggolan, S.Ked",081609917372,Bandung,Prepaid,2025-12-03,7,89000,1
CUST10766,Iriana Andriani,088834252500,Denpasar,Postpaid,2024-01-13,30,70000,0
CUST10767,Hendri Putra,081840223329,Yogyakarta,Prepaid,2025-02-06,17,95000,0
CUST10768,Olivia Suryatmi,086794929203,Malang,Prepaid,2021-03-29,64,106000,1
CUST10769,Zizi Halim,088615561638,Makassar,Prepaid,2021-07-27,60,121000,1
CUST10770,"Dina Maryati, S.Kom",082432977897,Makassar,Prepaid,2022-08-21,47,119000,0
CUST10771,Tgk. Mujur Kuswandari,081479814713,Surabaya,Prepaid,2025-09-04,10,60000,0
CUST10772,dr. Galar Natsir,087344966199,Surabaya,Postpaid,2018-12-10,92,103000,1
CUST10773,Patricia Siregar,085545207578,Palembang,Prepaid,2020-09-30,70,116000,0
CUST10774,Tgk. Murti Zulaika,082090599038,Medan,Prepaid,2025-08-05,11,103000,1
CUST10775,"Rangga Saptono, M.Ak",084859422716,Surabaya,Prepaid,2026-06-01,1,64000,1
CUST10776,Febi Prayoga,087640154511,Surabaya,Prepaid,2024-02-12,29,83000,0
CUST10777,Puti Salahudin,082084741594,Surabaya,Prepaid,2024-02-12,29,103000,1
CUST10778,Wardaya Salahudin,084601066113,Pekanbaru,Prepaid,2019-11-05,81,85000,2
CUST10779,"T. Niyaga Pranowo, M.Kom.",085895741959,Palembang,Prepaid,2023-05-18,38,59000,1
CUST10780,Natalia Tampubolon,084038960646,Surabaya,Postpaid,2026-04-02,3,40000,2
CUST10781,KH. Najam Saefullah,081861106802,Palembang,Prepaid,2026-01-02,6,45000,1
CUST10782,Dewi Pertiwi,080573560295,Yogyakarta,Prepaid,2023-01-18,42,70000,1
CUST10783,"Kenari Wibowo, S.Sos",080390323177,Balikpapan,Prepaid,2025-11-03,8,91000,0
CUST10784,"dr. Vera Maulana, S.Pd",083855707480,Surabaya,Prepaid,2024-08-10,23,134000,0
CUST10785,Edward Hutapea,086069226179,Surabaya,Postpaid,2026-06-01,1,50000,1
CUST10786,Maimunah Yolanda,089657412690,Yogyakarta,Postpaid,2025-06-06,13,40000,0
CUST10787,Ulva Kuswandari,082969590073,Pekanbaru,Prepaid,2025-08-05,11,134000,2
CUST10788,Damar Nasyiah,080391230172,Bandung,Prepaid,2024-07-11,24,71000,1
CUST10789,Putri Saputra,087499943246,Denpasar,Prepaid,2025-12-03,7,32000,0
CUST10790,Balangga Susanti,084563044890,Malang,Postpaid,2025-06-06,13,32000,1
CUST10791,"Rini Permadi, S.H.",087280821303,Malang,Prepaid,2025-07-06,12,88000,1
CUST10792,Mulyono Nuraini,083458111934,Denpasar,Prepaid,2025-06-06,13,41000,0
CUST10793,Makuta Pradipta,080362714591,Palembang,Prepaid,2026-02-01,5,19000,0
CUST10794,Baktianto Zulkarnain,085970879220,Medan,Prepaid,2025-12-03,7,123000,2
CUST10795,Tina Halimah,082600427856,Malang,Prepaid,2026-06-01,1,34000,1
CUST10796,Maman Mandala,088093713446,Semarang,Postpaid,2026-05-02,2,152000,1
CUST10797,Yoga Pudjiastuti,083630750663,Surabaya,Prepaid,2026-06-01,1,139000,1
CUST10798,Hasim Yolanda,080894376279,Pekanbaru,Prepaid,2024-04-12,27,118000,0
CUST10799,Natalia Yulianti,086507167622,Surabaya,Prepaid,2025-12-03,7,147000,1
CUST10800,Praba Suwarno,089333381494,Medan,Postpaid,2020-09-30,70,76000,1
CUST10801,Irma Yuliarti,088493943514,Makassar,Prepaid,2024-04-12,27,96000,0
CUST10802,Umaya Irawan,086799008009,Semarang,Prepaid,2026-06-01,1,24000,0
CUST10803,"Kemal Pradipta, M.Pd",087656586827,Bandung,Prepaid,2020-05-03,75,106000,0
CUST10804,"Tari Firgantoro, S.E.",081893749673,Yogyakarta,Prepaid,2022-12-19,43,108000,1
CUST10805,Zalindra Nugroho,085263996090,Makassar,Postpaid,2026-06-01,1,44000,0
CUST10806,Raihan Widodo,087857315453,Jakarta,Postpaid,2026-05-02,2,98000,0
CUST10807,"drg. Cengkir Siregar, S.Gz",088851691954,Balikpapan,Prepaid,2025-12-03,7,93000,0
CUST10808,Emin Purnawati,085678625920,Bandung,Postpaid,2024-01-13,30,86000,1
CUST10809,Puti Juli Suryono,086507903714,Palembang,Prepaid,2026-01-02,6,82000,1
CUST10810,Syahrini Palastri,081621878320,Malang,Prepaid,2026-02-01,5,99000,0
CUST10811,drg. Tirtayasa Mansur,086651451280,Bandung,Postpaid,2026-01-02,6,108000,0
CUST10812,"Drs. Nadia Saputra, S.Kom",089217446248,Denpasar,Prepaid,2025-12-03,7,153000,1
CUST10813,"R. Gamblang Marpaung, M.M.",088101560994,Malang,Prepaid,2026-05-02,2,73000,3
CUST10814,"Edi Nashiruddin, S.Ked",085179100518,Balikpapan,Postpaid,2021-03-29,64,29000,1
CUST10815,"Jessica Sihombing, M.Farm",080106121076,Bandung,Postpaid,2023-11-14,32,93000,0
CUST10816,"Praba Nababan, S.E.",084992187917,Denpasar,Prepaid,2026-06-01,1,112000,1
CUST10817,Hj. Latika Aryani,081274452313,Balikpapan,Prepaid,2025-12-03,7,77000,0
CUST10818,Tgk. Bakianto Wacana,083884892468,Medan,Postpaid,2022-01-23,54,129000,0
CUST10819,"Bakiono Nashiruddin, S.E.I",083184122313,Yogyakarta,Prepaid,2024-08-10,23,111000,0
CUST10820,Janet Prayoga,086725320222,Jakarta,Prepaid,2024-02-12,29,20000,2
CUST10821,Elon Winarno,087986566481,Yogyakarta,Prepaid,2023-02-17,41,10000,0
CUST10822,Ivan Santoso,084941133526,Jakarta,Prepaid,2025-05-07,14,57000,0
CUST10823,Ilsa Padmasari,089284890600,Balikpapan,Prepaid,2021-05-28,62,85000,0
CUST10824,"Queen Anggriawan, S.T.",082745363648,Palembang,Prepaid,2023-09-15,34,155000,0
CUST10825,"Gatra Prakasa, S.Gz",089128198720,Bandung,Prepaid,2026-03-03,4,44000,0
CUST10826,"Banara Hastuti, S.Pd",088506080032,Pekanbaru,Prepaid,2026-06-01,1,107000,2
CUST10827,Halim Mardhiyah,087369513158,Pekanbaru,Postpaid,2026-05-02,2,43000,0
CUST10828,"Vera Saragih, S.IP",086524427407,Palembang,Prepaid,2025-11-03,8,89000,0
CUST10829,"Vero Sihombing, S.I.Kom",083826860426,Pekanbaru,Prepaid,2025-09-04,10,19000,0
CUST10830,R.A. Gawati Mansur,081125587341,Denpasar,Prepaid,2023-01-18,42,58000,2
CUST10831,Eva Hasanah,089239857121,Yogyakarta,Prepaid,2025-09-04,10,125000,0
CUST10832,"Rachel Wahyudin, S.Farm",086187281064,Semarang,Postpaid,2020-12-29,67,128000,0
CUST10833,"Pia Halimah, M.Pd",089041550206,Semarang,Prepaid,2026-02-01,5,10000,2
CUST10834,"Ir. Rudi Pratama, S.H.",081112651021,Pekanbaru,Prepaid,2022-09-20,46,69000,1
CUST10835,"Perkasa Riyanti, S.Pt",088525286432,Bandung,Prepaid,2024-05-12,26,149000,0
CUST10836,drg. Karsana Tarihoran,084126720196,Pekanbaru,Prepaid,2024-03-13,28,68000,0
CUST10837,Vero Pratiwi,088616134964,Pekanbaru,Prepaid,2026-06-01,1,73000,1
CUST10838,Aswani Pudjiastuti,089817034084,Jakarta,Postpaid,2025-02-06,17,74000,0
